text,level
" As comunidades de origem estrangeira no país costumam preservar os idiomas de seus países de origem: a comunidade de origem indiana continua a falar um dialeto derivado do bhojpuri chamado hindi surinamês ou sarnami; a comunidade de origem indonésia continua a falar javanês; a comunidade de origem chinesa fala o hakka, o cantonês e mandarim; os quilombolas falam o saramacano, o paramacano, o ndyuka, o aucano, o kwinti e o matawai; os índios falam línguas dos grupos aruaque e caribe; a comunidade hispanoamericana fala castelhano e a comunidade brasileira fala português",3
 O inglês é utilizado nos hotéis,3
 Essa grande diversidade de línguas deixa evidente a falta de uma identidade cultural para o país,3
" No campo religioso, persiste a diversidade: metade da população é cristã (protestante ou católica) e a outra metade é hindu ou muçulmana",3
" Uma vestimenta típica das surinamesas é o ""kotomisi"", que é um vestido folgado e colorido, que cobre a maior parte do corpo e que é usado em conjunto com um chapéu igualmente colorido de tecido",3
" Segundo a tradição, esse vestido foi criado para proteger as escravas nas plantações contra a cobiça dos seus senhores",3
" Atualmente, o ""kotomisi"" continua a ser utilizado como uma expressão da cultura nacional",3
" Uma cultura típica do interior do país é a dos quilombolas (os chamados ""maroons""), que preservaram a cultura dos escravos de origem africana",3
" Até hoje, os quilombolas conservam um grande grau de independência em relação ao governo do país",3
 Os índios do interior do país também conservaram muito de sua cultura original de antes da chegada dos europeus,3
 Algumas poucas observações são suficientes para causar certa surpresa e perplexidade,4
"As ""canoas"" sustentando o inseto são a prova de que a lei do empuxo continua sendo observada! Ficamos menos surpresos, mas ainda perplexos com algo estranho",4
" Explicada a questão da flutuação, devemos colocar nossa perplexidade em outros termos: ""como o inseto foi capaz de criar uma ""canoa invisível""?"" Não é uma pergunta boba, cientistas da antiguidade não dispunham de ferramental teórico para respondê-la",4
" Antes de lançarmos mão deste ferramental, podemos tentar responder através da formulação de hipóteses",4
" Sobre a foto acima, comentou-se que ""Parece água suja",4
" formou uma espécie de nata, e a nata de sujeira sustenta o inseto""",4
" Trata-se de um efeito óptico, ao observarmos outros exemplos, nos damos conta que até mesmo sobre as águas límpidas e agitadas de uma nascente, os mesmos insetos são capazes de ""andar sobre a água""",4
" A idéia de uma nata, pensando na nata do leite por exemplo, apesar de não ser uma explicação, é um bom começo, pois nos oferece uma analogia: existe ""algo como uma membrana"" na superfície da água, que ""se rompe para objetos mais pesados"", mas mantém seu ""comportamento de membrana"", ""dando suporte elástico a objetos mais leves""",4
" A prática ""Testando a hipótese de membrana superficial espontânea"" sugere o caminho necessário para se confirmar uma importante conclusão: essa ""membrana"" ou ""filme"" ou ""película elástica"", existe",4
" Concluímos que, apesar de a flutuação dos copos ser sempre explicada pela ""lei do empuxo"", em escalas menores a flutuação dos corpos ainda se deve levar em conta o fenômeno da formação de ""canoas invisíveis"" que dispensam a necessidade de corpos mais leves disporem de uma conformação volumétrica que compense o seu peso",4
 Uma barra de metal sólida certamente não é um bom candidato para flutuar em água,4
" Suponhamos uma barra cilíndrica e bem alongada, porém pequena: uma agulha",4
" No experimento ""Flutuação da agulha"" demonstramos que ela flutua",4
﻿Nada de preferências ou predileções,1
" Do mesmo jeito que a Chapada Diamantina acolhe os mais variados tipos de visitantes, trilheiros ou não, ela própria cai nas graças de todos, indistintamente",1
" Não há como eleger sua paisagem mais bonita sem cometer injustiça, tamanha fartura de atrações e cenários naturais",1
"Ainda que a Chapada Diamantina, estrategicamente inscrustada no coração da Bahia, disponha de roteiros para todos os ""tipos"" de pernas e espíritos, embrenhar-se pelas matas é o melhor meio de conhecer as belezas da região, repleta de trilhas abertas por garimpeiros",1
"Quem tem ânimo, preparo físico e predisposição para aventura encara bem a trilha Lençóis/Caeté-Açu/Andaraí",1
 São 90 km percorridos em sete dias de caminhada,1
 Opção mais leve é Lençóis/Caeté-Açú,1
 Os 36 km percorridos para conhecer a cachoeira da Fumaça - por baixo e por cima - exigem três dias de caminhada,1
 Quem prefere passeios de um dia pode optar por Lençóis/Pai Inácio (18 km) ou cachoeira do Sossego - 14 km a partir de Lençóis,1
"No Parque Nacional Chapada da Diamantina, que compreende parte dos territórios de Lençóis, Mucugê, Palmeiras, Itaitê e Ibicoara, os passeios não se limitam às trilhas, mas das longas distâncias não há como escapar",1
" Para chegar ao azulado poço Encantado, em Itaité, o visitante enfrenta 145 km de carro em uma estrada esburacada",1
 É preciso chegar cedo para não perder o raio que acentua a coloração da água,1
A caverna Torrinha é outra atração imperdível,1
" Distante 64 km, é considerada uma das mais completas do Brasil devido à riqueza e diversidade de seus espeleotemas",1
" Na mais completa escuridão é fácil perder a noção de tempo dentro da Torrinha, em meio a suas fascinantes flores de aragonita e agulhas de gipsita",1
" Quem se interessa por formações de caverna pode dedicar, sem peso na consciência, uma tarde inteira para a visita",1
" Vale a pena!Bucólico e contemplativo é o passeio de canoa por Marimbus, região alagadiça de Andaraí (a 94 km de Lençóis)",1
" A melhor hora para visitá-lo é ao cair da tarde, apesar do assédio dos insetos",1
" Bandos de garças e jaçanãs sobrevoam o rio, onde, com sorte, vêem-se jacarés e capivaras sob as plantas aquáticas",1
A 1,1
"120 metros de altitude, o morro do Pai Inácio sintetiza a beleza da região e o que ela representa",1
" A imagem da serra do Sincorá, em especial no pôr-do-sol, é uma das melhores que se pode levar da Chapada Diamantina",1
"Em relação ao adolescente (maior de doze anos), a adoção depende de seu consentimento expresso; antes da sentença de adoção, a lei exige que se cumpra um estágio de convivência entre a criança ou adolescente e os adotantes, por um prazo fixado pelo juiz, o qual pode ser dispensado se a criança tiver menos de um ano de idade ou já estiver na companhia dos adotantes por tempo suficiente",2
" a idade mínima para adotar é de 18 anos, sendo irrelevante o estado civil; o menor a ser adotado deve ter, no máximo, 18 anos de idade, salvo quando já convivia com aqueles que o adotarão, caso em que a idade limite é de 21 anos; o adotante (aquele que vai adotar) deve ser pelo menos 16 anos mais velho que a criança ou adolescente a ser adotado; os ascendentes (avós, bisavós) não podem adotar seus descendentes; irmãos também não podem; a adoção depende da concordância, perante o juiz e o promotor de justiça, dos pais biológicos, salvo quando forem desconhecidos ou destituídos do pátrio poder (muitas vezes acontecem, no mesmo processo, o pedido de adoção e o de destituição do pátrio poder dos pais biológicos",2
" Nesse caso, deve-se comprovar que eles não zelaram pelos direitos da criança ou adolescente envolvido, de acordo com a lei",2
"); em relação ao adolescente (maior de doze anos), a adoção depende de seu consentimento expresso; antes da sentença de adoção, a lei exige que se cumpra um estágio de convivência entre a criança ou adolescente e os adotantes, por um prazo fixado pelo juiz, o qual pode ser dispensado se a criança tiver menos de um ano de idade ou já estiver na companhia dos adotantes por tempo suficiente",2
 Aqueles que decidem entrar com o pedido de adoção devem iniciar um longo processo,2
" Entre reunir documentos, comprovar aptidão, estabilidade psicológica e financeira e entrar na longa lista de espera, podem passar anos",2
" Entretanto, a felicidade da paternidade e a possibilidade de proporcionar um lar afetivo e seguro para que uma criança possa crescer e se desenvolver plenamente é razão suficiente para todos aqueles que decidem abrir suas vidas para uma criança ou um adolescente, vítimas de grande sofrimento em um momento tão prematuro de suas vidas",2
" O objeto do conhecimento da gnose seria Deus, ou tudo o que deriva dEle",3
" Para seus seguidores, toda gnose parte da aceitação firme da existência de um Deus absolutamente transcendente, existência que não necessita ser demonstrada",3
" ""Conhecer"" significa ser e atuar (na medida do possível ao ser humano) no âmbito do divino",3
" No budismo, nirvana , literalmente ""extinção"", é o culminar da busca budista pela libertação",3
" De acordo com a concepção budista, o nirvana seria uma superação do apego aos sentidos, da ignorância e da existência, que é pura ilusão",3
" É o ápice, ou seja, é o ponto mais alto de meditação, no qual, acreditam seus praticantes, o espírito se liberta do corpo temporariamente",3
" Alcançar o nirvana é como dissolver o ego, deixar de existir como uma entidade separada do resto do mundo e com isso quebrar a roda do carma, interrompendo o processo de contínuos renascimentos",3
" O hinduísmo também usa o nirvana como um sinônimo para suas ideias de ""moksha""",3
" Fala-se a respeito em vários textos hindus tântricos, bem como no ""bhagavad gita""",3
 Os conceitos hindus e budistas de nirvana não são todavia completamente equivalentes,3
 O budismo zen incentiva a prática da sabedoria experimental e o alcançar a iluminação,3
 O budismo zen minimiza a importância de conhecimento teórico e estudo de textos religiosos em favor da experiência direta,3
" O budismo zen desenvolveu um modo de se concentrar diretamente na experiência em vez de credos ou revelações em escrituras (SUZUKI, D",3
" ""Essays in Zen Buddhism""",3
 1949),3
" Vedanta é uma tradição espiritual explicada nos Upanixades, que se preocupa principalmente com a auto-realização, através da qual se pode compreender qual a real natureza da realidade (Brâman)",3
" O Vedanta - que significa ""o fim de todo o conhecimento"" - por definição não se restringe ou está confinada a um único livro, e não é a única fonte da filosofia vedântica",3
" O Vedanta se baseia nas leis espirituais imutáveis que são comuns às tradições religiosas e espirituais ao redor do mundo, onde o ""fim do conhecimento"" se referiria a um estado de auto-realização ou de consciência cósmica",3
" Curso de termodinâmica/Equação de estado de Van der WaalsA equação de Van der Waals introduz duas correções na lei dos gases perfeitos:N moléculas, postas num recipiente de volume V podem se deslocar no volume total V só se o volume ocupado pelas moléculas for nulo",4
